Data ,Label
अव्यवस्थित रुपमा पार्किङ गरिएका हुन्डाई किया मित्सुविसी टोयोटा टाटा इत्यादीका रातो प्लेटका गाडी हरुलाई न त ट्राफिकले आँखा लगाउँछन महानगरपालिकाले नै,2
मारमा पर्नेहरु सधैं गरिब र लाटासोझाहरु नै हुन्,2
सबैजनाले यो देख्ने बित्तिकै लब रियाक्ट वा लाईक गर्नुहोला,2
डिग्री पढेकाहरु कोरिया जान फारम भर्दैछन,2
शहर को बेथा गाउ मा के थाहा गाउ को बेथा हामी लाई के थाहा,2
chaitra 16 saturday,2
कडा जवाफ पो आयो त साङ्लो बोरो,2
मलाई जस्तो हालमा छोड़ेकि थीइन त्याहि हाल उनको भयो भने एस मलाई थाहा छ त्यस्तो बेला कस्को साथ चाहिंछ भने,2
यो बेमौसमी झरी र मेरो Love एउटै एउटै लाग्छ पर्ला पर्ला जस्तो गर्नी तर नपर्नि,2
त्यो बेला दाहिने हात मात्र सिपालु थियो ऐले दाहिने देब्रे दुबै सिपालु छन,2
अनि जाडोमा हिटर किन्नेकी बिहे गर्ने भनेर बाउले सोध्यो भने के भन्छौनी,2
गौतम बुद्ध अन्तरास्ट्रिय रंगशाला निर्माण सहयोग का लागि यस हाम्रो पोखरा फेसबुक ग्रुपले आर्थिक संकलन कार्यक्रमको आयोजना गरेको छ,2
वश पहिलो म्यासेज तिमी गरिदेउ,2
त्यही भएर Slc फेल भएर मेरो त पहिले नै बिहे भईसक्यो,2
मायाप्रेम जति बाँडाे तेति बढ्छ रे तर बढ्नि चै जनसंख्या मात्रै हाे,2
चैत महिना भएर बाबा ममि चुपलाग्नु भाछ अर्को बैशाखमा पालो जरुर पाऊँछौ,2
हाम्लाइ आउनुनी त्यस्तो अफर यति बेला सम्म cricket tem बनाइ सक्थे म,2
नेपालको पढाई सकेर विदेशमा पढ्दानी कुनै सुरसार छैन बा ब्रोको,2
 मलाई बाल छैन,2
नापिस तैले,2
भुटुवा बनाउन मलाइ खसिको Blood चाहिएको छ,2
अलिकति रगत त मलाई पनि चाईयाथ्यो उन्लाई लब लेतर लेख्न छ,2
भैरहवा को मान्छे कहाँ जाने नि रुटिने दाइ भन्देउ न यार ,2
मोटिभेसनल वाला ले भन्ने भनेको हामिले गर्न नसक्ने क्यै छैन  लगनशील हुनुस मन दिनुस मात्रै भन्ने हुन्,2
हस्तान्तरण गरेको छ,2
VIP सेकृरिटि एम्बुलेन्स र दम्कल लाई बाटो नछोड्ने लाई यस्तै गर्नुपर्छ ,2
धेरै अत्याचार हुदा राजा त जाने देशमा यी साना तिना राजा हरु लाई  बादर झै लखेट्ने दिन हरु नजिकिदैछन जस्तो लाग्छ मलाई,2
मलाई धर्तीमा आउन मन थिएन,2
 VIP सवारी को नाममा जनतालाई किरा फटयांग्रो झै किच्दै हिड्ने येहि हो लोकतन्त्र Hello sarkar जनता लाई जवाफ चाइयो,2
ए सरकार यो गणतन्त्र भनेको कार्यकर्ता कर्मचारी नेता अनि भिआइपी हरुको लागि मात्र हो कि,2
अडर गरेको सामान एयूटा छ आफुले पाउने सामान अर्कै कव्लिटीको छ,2
रगत तातेर आउछ के अरम नेपाल का डाका हरू लाई देखेर,2
अब भने आम नागरिक ले खुलेर बिप्लब को समर्थन गरिन्छ,2
जनताको सुरक्षा गर्नेले त यसरी दिन-दहाडै ठक्कर दिएर हिड्छ भने अब को संग सुरक्षा माग्ने,2
तूरन्त कारबाहि होस् होइन भने सडक अबिल्म्ब ततााउनु पर्छ,2
अरु देशमा पाइदैन नेपाल मै हो छुट्,2
मादर्चोद हरुलाई समातेर कोचार्नु पर्ने यती लामो खोँया,2
यसमा आपत्तिजनक कुरा केही छैन त,2
chaitra 19 tuesday,2
निकै गर्व लागेको छ,2
देको भन्दा नी लेको जस्तो देखि छ त,2
Rajesh dai le खाजा खर्छ देको हो,2
बुढाले जमानामा बिहे गरेर एउटा घोर्ले छोरो पाको भए अहिले अनमोल केसीलाई कसैले चिन्थेन,2
राजेश दाई मार्फत Provide भाको रैछ सहयोगी अरु नै हुनुहुन्छ,2
सके हजार नसके प्रचार,2
डोनेट ले राजेस हमाल देको होला सायद,2
अब १ करोड हुन्छ त्यो पैसा राजेश दाई भन्या राजेश दाइ नै हो,2
मलाइ लाग्यो लोकतन्त्र मा बहस को सुरुवात यहि बाट हुनुपर्छ,2
राजेश दाईले एक दिनको चिया खर्च हस्तान्तरण गर्नुभएछ,2
नेपाली आफ़ैले फोहोर पार्ने देशमा बिदेशी आएर सफ़ा गर्दै,2
ठिकै त होनि यार नेपालि पनि त अस्ट्रेलिया गयर तिनी हरु को झुठो भाडा टल्काईराख्या छन नि,2
पालो को पैचो तिर्नु पर्छ ,2
अनी नेपालीहरु बिदेशमा गएर फोहोर गरिराछन त हिसाब किताब बराबर,2
"कस्तो कुरा गरेको रुटिने दाई, अनी नेपालीले चै विदेश मा गएर सफा गरेको छैन र",2
कृपया बाटोमा फोहोर नफाल्दिनुस,2
एक एक ब्यक्तिले गर्दा हो कम्सेकम आफुले प्रयोग गरे पछि कागज गोजिमै राखौ,2
नेपालिहरु बिदेश गएर जुठा भाँडा माझेको पिडा कस्ले बुझिदिने,2
बा छोरो बिग्रिन्छ कि भनेर चिन्ता नलिग है तिम्रो छोरो बिग्रिदैन किनकि उस्लाई थाह छ कि तिम्ले त्यो खाडिको पचास डिग्री  मा पसिना बगाएका छौ भनेर,2
छोरो लाई यो पनि थाह छ कि उस्ले तिम्रै पसिनामा पौडि खेलेर आफ्नो भोलिको सुनदर भबिस्यको परिकल्पना गरिरहेको छ ,2
बा छोरोले साथिहरु को लत मा लागेर नसा गर्छ कि भनेर पनि चिन्ता नलिग है छोरोलाई यो पनि थाह छ कि तिम्ले आफ्नो मुख सुक्दा पनि जाबो एउटा दस  को जुस खादैनौ भन्ने,2
आज बिहानै उठेर किताब खोले अैलेसम्म पनि किताब खुल्लै छ तर पढ्ने फुर्सद पाएकैछैन,2
हामी पनि उनिहरुको देशमा लाखौ तिरेर फोहोर सफा गर्न गएको छौ खोइ ती तस्बिर सार्बजनिक गरेको,2
राष्ट्रपति र प्रधानमन्त्रीको फोटो बिगारेर पोष्ट गर्ने पक्राउ,2
गर्न पनि मूलाहरू हरू ले हदै वेईज्जत गर्छन्,2
अनि के गर्दै छस त नी आजभोलि,2
केपी वली लाई गणतन्त्र कहिल्यै मन परेको थिएन,2
उसलाई जनताले ज्ञानेन्द्र चोर हो भनेर श्रीपेच खोसिदिएको पनि मन परेको थिएन,2
यो खबर सुने पछी म अचम्म  मा परेको छु ,2
म भर्खर निस्केर आको,2
ती दुई जना केटाकेटी भए उनीहरुको पनि बिबाह गरिदिनु पर्यो सरकार,2
उनी पनि मेरो लागि भगवान जस्तै थिन,2
यो कति नम्बर हो गनेर भनिदिनु त,2
शिबपार्बती जस्तै,2
नभरी पिडा भए पछि  घिरौला काट्दा नि आँसु  आउने रैछ बरै,2
प्रमाण के छ,2
अब हामी विद्यार्थी लाई कस्ले हेर्छ बन्द हुदैन clz लाग्छ,2
जति गरेपनि तेस्तै हो,2
जसले राम्रो गर्न सक्छ तेस्लाई सम्मान,2
सहयोग गर्नु मात्र त होनी पैसा कस्को खल्तीमा पुग्छ थाहा छैन,2
पैसाले मात्र सहयोग हुने होर,2
हाम्रो त मेहेनत को पैसा हो सहयोग को लागि दिउ भनेनि आफ्नो जोहो टार्न गारो हुन्छ,2
बिचरा येस्तो गर्दिनी हो त अनि,2
गर्न पनि मूलाहरू हरू ले हदै वेईज्जत गर्छन्,2
यस्तै फोटो बनाउनेलाई त होनी समात्ने भनेको रेप गर्ने हरूलाई त समात्न सक्नु पर्योनी,2
यो काम कानुन बिपरित हो भन्ने थाहा हुदाहुदै गल्ति गर्नु हाम्रो दुर्भाग्य हो,2
छिटो कमेन्ट गरेर लाइक कमाउ भन्या कै लेख्नै आएन कपि गरेर नि क्यै राख्या रैन्छ थुक्क कर्म,2
यो कालो बादल Nepal भरी घुम्दै रैछ बिहान देखि,2
आज हावाहुरी पानी चट्याङ आउनु मौसममा परिवर्तन आउनुको कारण यहि हो,2
गुरु ब्रह्मा गुरु विण्णु गरुरदेवो महेश्वर गुरु साक्षात परमब्रह्मा तस्मै श्रि गुरुभ्यो नम,2
जानेको संस्कृत यहि हो त्यहि पनि बजाईदिए,2
5 बजे तिरै बनाको हो कि रुटिने ले ढिला wish गर्यो,2
समचार पड्दा विस्वास लागेको थियन यो  पोस्ट पढे पछि बिस्वास लाग्यो,2
यो देखि धर्म कर्म मा लाग्न थालेछ,2
लौ न भगवान करोड पति बनाइदेउ मेरो साथी लाई,2
लौ भगवान परिक्षा पास गराइदेउ,2
म पनि अब गएर गाउको फोहोर भेला पारेर फोटो खिचेर पोस्ट गर्नु पर्यो,2
सोझी केटि मोह,2
हेर हेर नेपाल मै बसेर काम गरेको भए यस्तो दिन त देख्नु पर्दैन थियो,2
नेपालिको बिश्वमा कति छन भन्ने कुराको यथार्थ प्रमाण हो यो बिदेसमा सवारि दुर्घटना हुदापनि नेपालि नै मर्छ,2
मैले पनि मेस्सिको टाटु हान्छु भनेर गएको  भाइ हड्डीमा मिल्दैन भनेर फर्काइदियो ,2
छाती मा हान्न हुदैन थियो,2
कति लिटर दिन्छ दिनको,2
गौरी गाई काहाँबाट आएछ,2
भैँसि र गाई‌,2
बोली सुन्दा मनै झस्कियो,2
खाना खाएर आउनु भो की गएर खाने हो,2
कालि भैसि लाइ गौरि गाइ रे,2
हाम्रो घरको गाई,2
अहिले हान्दिन्छु ग्वाम्मै अनि चल्दिन्छु मुम्बई,2
अब चाइ पक्का हो है,2
डराउन दिनु नै थियो भने थुप्रै माध्यम थिए के मेकअप नगरी VIDEO CALL गर्नु जरुरी थियो,2
यस्ता बासी समचार नसुना है,2
भ्याउने जति नभ्याउने जति मिल्ने जति मिलायर मिल्न सक्ने जति सबै हेर्न आइदिनु होला आउन नसक्ने जति सबै आ आफ्नो ठाउँ बाट समर्थन गर्दिनुहोला देस को गौरब बढाउने काममा पछि नपर्नुस सबैलाई चुले निमन्त्रणा,2
अत्ति भएन बोरो हरु,2
घण्टी त पछि थप्या जस्तो छ त,2
पाथिभरा माता मा कोटि कोटि नमन,2
जय  माता,2
First love ले छोडेको पीडा ,2
टिभि हेरेछ्म के हाम्ले नि,2
हाम्रो घरमा पनि टिभि छ,2
भाइलाई अब बोरा बिस्तारा बोकाएर नेपाल पठाइदिन्छ,2
यसलाई त हाडे बदाम भन्छन् हैन र,2
केही पाउन केही गुमाउनु पर्छ,2
ज्यानको बाजि चल्दै छ यहाँ,2
राम्रो-नराम्रो भन्दा पनि हुने तथ्य यहि नै हो,2
असली मायामा कचेरा पुछ्दै भिडियोकल गरिन्छ,2
मेकअप त भ्रम मात्रै हो,2
हेरुम अब के भनी लुकाउछन आफ्नो ज्यादती लाई,2
यस्मा गल्ती दुबै पक्षको देख्छु म चाहिँ,2
वास्तवमा हामी यो गर्न चाहन्छौं,2
दशै आउनु भनेको कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो,2
अस्ति को झ्याप ले चोदेको छैन क्या,2
खसी बिना दसै कसरी आउछ्,2
सरसफाइ गर्दै गर्दा को फोटो खिच्नु,2
सामाजिक सन्जालमा अपलोड गर्नु,2
कसरि सार्थकता पाउलार सफाई अभियानले,2
सायद पुलिस रोनाल्डो को सपोटर रहेछन,2
लौ सुत्नी बेला पनि भैसकेछ कति चाडो,2
बन्द को हल्ला आयो ,2
मलाई भन्या भए यो भन्दा राम्रो pic पठाईदिन्थे नि,2
सन्ध्या र आरती भन्दै नढाट है केटा को अनुहार छ त सबैमा,2
लु first भयर देखाओ अब,2
कुनै बेला मैले नि बनाथें तर ओठ चै कमेडी भैदिरा,2
टाउको को बिचमा चैँ के को खत हो,2
कपाल र दारी मेरो जस्तै पाल्न खोज्या रैछ अलि भाछैन रे भन्दिनु है,2
रेखी हानेको कि कपाल नि त्यस्तो कोरेको अलि बुझिएन,2
हाम्रो गाउँ को रोड भन्दा नि ठूलो रहेछ लाईन त,2
कति गाडी पार्किङ्ग गर्न मिल्ला,2
Pokhara university better then stanford university,2
कुकुर भन्दा मान्छेको भाउ कम रहेछ कुकुर मानव बन्दै  मानव पशु बन्दै,2
अघि live scores app मा देखेको थिये बिस्वास लाग्या थियेन बल्ल बिस्वास लागो,2
हेरेको थिए तर बिस्वस नलागेर तपाईंको पोस्ट हेरेको हो रहेछ,2
हेरुम अब के भनी लुकाउछन आफ्नो ज्यादती लाई,2
यस्मा गल्ती दुबै पक्षको देख्छु म चाहिँ,2
के वास्तवमा हामी यो गर्न चाहन्छौं,2
अस्ति को झ्याप ले चोदेको छैन क्या रुतिने,2
सरसफाइ गर्दै गर्दा को फोटो खिच्नु,2
सामाजिक सन्जालमा अपलोड गर्नु,2
कसरि सार्थकता पाउलार सफाई अभियानले,2
नेपाललाई लिएर जज लाई गाली गर्नु मुर्खता हो,2
महिलाहरू असुरक्षित छन्,
 गाउँका केटीहरु बलात्कारको सिकार सहरका केटीहरु acid को सिकार ,
कैले काही त यो केटाको जात देख्दा न सरम लागेर आउछ,
Get well soon poor girl,
Kp oli देश प्रवेश गर्नासाथ किन देशमा अपराधिक क्रियाकलाप बढ्छ,
लाईभ देखेर आको,
Pakkai Mayama doka khako le gryex,
Seed नपाइने मेरो देशमा acid जताततै पाइन्छ,
ani marathon sakepachi pollution hatcha,
Opportunity for berojgars,
nepal mathi daro jyaddati ra paap gareka raichan,
We are waiting for modi Visit nepal 2020,
Tyo terai lagi sad news ho hamro lagi haina,
यो हिमाल कहाँ पर्छ,
बाबा म त अब अष्टेलिया जाने हो,
नेपालमा बसेर केहि होलाजस्तो छैन,
मेरो सबै साथिहरु अष्टेलिया मै छन्,
हुन त यहाँ रोजगारीको अवसर छैन,
Man vs wild in Nepa,
Mero ex laini rescue gari launa paro arko sanga basiraxe,
I thought he was holding my friends,
पोखरामा गड्याउला नि ठुला हुदा रहेछन,
जेठान दाई नेपालबाट Sydney आउनुभो,
Sidai mann paro vanna,
बढो घुमायर प्रचार गर्दैछ,
फणिन्द्रको साईकलमा जात्रै जात्रा हेर्न आउँदै छु म,
"दुईटा फूल जुधथ्यो, झाडी हल्लिन्थ्यो अनि पर्दामा कालो आउथ्यो त्यसपछि हिरोनीले वाक वाक गरेको फिलिम हेर्दै हुर्केको मुन्छे हुम् हामी । त्यहि भएर अहिलेको हावा फिलिमहरु हेरिदैँन",
First भैयो आज,
बुवा दर्सन,
Pls don't thank government....Thank those who protest,
kaalo matra halera bato pitch bhako bhanidaina..,
रबि लामिछाने ले आफ्नो कार्यक्रम मा देखाये पछी अलि दबाब बढेको जस्तो लाग्यो,
तर जनता सडक मा उत्रेर दबाब दिय जस्ले यो भयेको हो त्यो नै ठूलो कुरा हो,
"बौद्धको बाटो पिच नहोस, यहि कुरामा सधै सरकारको बिरोध गर्न पाइयोस भन्दै केही तत्वहरु योजनाबद्ध तरिकाले पिच गर्न नदिन लागेको थिए तर सरकारले तिनिहरुको योजनालाई चक्नाचुर बनायो र उनिहरुको सबै षडयन्त्र फेल भयो",
how long will it be exist ,
I still can't believe,
यो फेसबुक ग्रुपमा जोइन गर्नुहोस दलाल र ठग मेनपावर बाट बच्नुहोस,
एक हप्ता पछि रवि लामिछानेले हातैले पिच उक्काको भिडिओ हेर्न पाइने भयो फेरी...,
झापामा घर छ मलाई के को डर छ,
पिच हुनको लागी हडताल गर्नु पर्ने रहेछ,
tamaatar को भाउ badhyo भनेर हो क्या chatni नै छैन,
नेपालि खाना त धोका हो,
अहिले को परीस्थीती हेर्दा सायद यहाँ को सबै भन्दा धनी ब्यक्ति मै होला जस्तो लाग्छ,
खायो ढिडो हल्यो हिड्यो,
"टमाटर किन्न भनेर बजार तिर निस्केको, पैसा नपुगेर 1 रोपनि जग्गा किनेर आइयो",
Next year tyo first seat ma mah hunxu routiney,
Bichara haru aausi ra purne ma bal bal Nepali movie herna pauxan ani na hasera k runu tw,
Front row tira basera film herda first time faida vayo,
आफ्नो दुख अनि जात्रा बिर्सेर केहि छिन को लागी जात्रै जात्रा हेरेर मुस्कुराउदै दर्शक हरु,
Kaile YouTube ma aaula jasto vaisakyo,
Australia रे हेर्दा त अनि कुमारि हल जस्ताे छ त हैन australia मा नेपाली मात्रै छन कि australia नेपालमै पर्छ,
त्याे भन्दा बढी त हाम्रो गाउमा गाेरू ब्याउदा हास्छन,
राजेश दाईको नया मुभी नलागेसम्म फिल्म हलमा गईन्न,
भाडा माज्दा माज्दा थाकेर आराम गरेकाहरु,
ल म्या सब हाँस्दिरा,
अब बाइक नहुनेले पनि हेल्मेट किन्न पर्ने भयो  कतै जादा पनि हेल्मेट bag मा बोकेर हिंड्न् पर्ने भयो कसैले फ्याट्ट लिफ्ट दिए भने झिक्यो लगायो,
यहाँ गर्व गर्न लायक कुराे चाहि केही छैन है,
Helmet pasal haru ko sabai helmet order cancel bhayeko cha.,
Yedi hune ho vane ghar maa bike navayeni helmet chai vetinxa,
Yedi hune ho vane ghar maa bike navayeni helmet chai vetinxa,
चिट काटेपनि पछाडि बस्ने मान्छेको काटे त ठिकै हुन्थ्यो हेल्मेट लगाउने बानी बस्थ्यो त्यो कपाल कोले उडाईदिने फेरी हेल्मेट लगाएपछि,
राज्यको ढुकुटी बाट यस्ता यस्ता मोटरसाइकल किनेर हाफ पाइन्ट र चप्पल लगाएर कुन सरकारी कार्यलय मा कस्तो काम गर्न जाँदैछन यी राष्ट्रसेवक ?,
हेल्मेट बेच्ने फिलिङ रुन्चे विथ कमिशन खाने मन्त्रीहरु एन्ड ९९९ अरुहरु,
ह्या मुला हेल्मेट किनिसके मैले। अब के सुत्दा लगाउ त्यो हेल्मेट,
 class मा हुँदा सुत्न पाउने rule पनि implement गर्नु पर्‍यो सरकार । ,
जिम्मेवारी बोकेर हिड्नु छ म दुई/दुई वटा हेल्मेट बोकेेर हिड्न सक्दिन सरकार,
भने पछि अब हामी जस्ता बाइक नहुनेलाइ हेल्मेट नकिने नि हुने भो,
को बन्छ करोड पति भाग 42 मा 34 मिनेट 17 सेकेन्ड जादा खेरी रु एक करोड को प्रश्न को उत्तर बाहिरी या अन्य कतै बाट सानू आवाजमा माघ हो माघ भनीएको सुन्न सकिन्छ ।के यो साचिकै अरु मान्छे भनिएको हो ?,
"Take 10,000 rupess loan from your Girlfriend she will never leave you.",
अनि अरु सुना,
भनेसि यो सुड्डो UK को बडाअध्क्षय भयो,
Bujhya ho ni originally Prabat re aba niu khoj ta,
Sansar ko junai kuna ma gaye ni Nepali lai Rajniti chai garnai parcha.,
"कोई नेपाली बेलायती मेयर भैसके,आफू भने माईक्रो मा कार्ड देखाउदै हिडिराछु",
हैट नेपाली हो नि,
i am proud for him although is nomore citizen of Nepal,
सुनको होला कि नाइ त्यो माला,
नेपाल जस्तै बनाउ शुभकामना।,
उनलाई नेपाली बोल्न त आउँछ ?,
daju पर्बतेली कडा निस्के त्,
Sagarmatha chadni buddhi huni ly kt mathi chadnu aghi ali kati buddhi lagako bhaya,
"कामिरिता शेर्पा एक हप्तामा दुई दुई पटक सगरमाथा को टुप्पोमा पुगेर फर्किसके, एउटा लामो डोरी उनैलाई दिएर पठाइएको भए त अस्ति काम सकिने रछ नि",
"मलाई आश्चर्य लाग्छ,",
"मलाई अचम्म लाग्छ,",
"मलाई अनौठो लाग्छ,",
"मलाई उदेक लाग्छ,",
"मलाई ताज्जुप लाग्छ,",
"मलाई उल्का लाग्छ,",
"म चकित हुन्छु,",
म छक्क पर्छु!!,
म हेरेको हेरै हुन्छु,
म दङ्ग पर्छु.,
"ल म्याचिस, 5 mtr जग्गालाई पाँच मिनेट नापेर पन्ध्र हजार माग्नेहरूले सगरमाथा नै नाप्न गए भनेपछि बजेट त राम्रै पाे खर्च हाेला जस्ताे छ त ,",
नापेर सकियो फर्किदै पनि छन तै पनि कसरी 6 महिना पछी मात्र थाहा हुने ? कि अरु जसो यो पनि अन्तर्राष्ट्रियको आदेस झै पर्खेको थाहा हुनलाई ? पत्रकार ले लेख्न नजान्या हुन कि जनताले नबुज्या हुन कि सरकारले ?,
Feeling confused with ramesh uncle ko xoro & 99 others,
नाक कोटयाएर तेहि औंला मुख मा हाल्ने हरु को पनि छुट्टै swag छ बाबै।,
हाम्रो सत्तामा जाने दिन कहिल्यै आउन्न,
फोटो खिच्दा साइड मा तोप हानेर बसिराथे,
यो त भर्खर सुरु मात्रै हो अझै हेर के के आउछ,
अहिले चै कसरी पत्ता लाग्यो र?,
अल्लि दुई तीन महिना पछि पत्ता लाको भा कति गजब हुनि,
कस्तो नियम हो यो ढुंगे यूगमा बसे जस्तै बस्नु पर्ने,
हरेक कुरामा सकारात्मक र नकारात्मक कुरा हुन्छ,
हेरेको थिए तर बिस्वस लागेन,
"जताततै बमको मात्रै हल्ला...पाध्न नि डर लाग्यो, कतै बम पड्क्यो भनेर भागाभाग हुन बेर छैन",
When you try to make bomb with the help of YouTube tutorials.,
Whats the update refarding the rumours of strike tomorrow???,
Hope Drake won't come in Toronto !,
Raise your hand who are supporting Golden state warriors?,
"बचपन होइन बालापन भनिन्छ नेपाली भासामा। नाम भने रुटिन अफ नेपाल बन्द छ, शब्द भने अरु नै छ। स्पष्ट नेपाली लेख्न आउदैन भने ""नेपाल"" शब्द हटाउदा हुन्छ।",
"लौ सिक्कामा थुक कि सुक चै गरिएन है। ढुङ्गामा गरियो, अरु अरुमा पनि गरियो तर सिक्कामा कि Head कि tail कि गाई कि त्रिशुल नै गरियो।",
हामी त बाले दिनुभएको गाइ पैसाले गर्थेउ दस रूपैया भएत जोजो चाउचाउ पो खाइन्थ्यो,
"तर मलाई चाहि जान अल्छी लाग्छ कोहि मेरो साट्टो गइदेउ र eid मनाइदेउ है ।
",
फलानोले त यस्तो गर्‍यो तँ भने ढुकु लन्ठक भन्चन्,
लेउ यहि खुसि मा चकलेट खाउ,
नजाने ठाउँ को बाटो नसोधेकै राम्रो,
भनेको मान्नलाइ तह लगाएर राख्नुपर्यो नि,
अाफ्ना छोराछोरी तह लाउन नसक्ने अनि सबैले परिणाम भोग्नुपर्ने,
त्यत्रो त्यत्रो मोबाइल किन दिनुपर्छ बच्चालाई,
थाहा छत कति गाह्रो हुन्छ भुल्न,
तिमीलाई सधैं अगाडि राखन मन थियो,
"आँखा भन्दा अगाडि,",
"मन भन्दा अगाडि, 
",
"अनी जीवन भन्दा अगाडि,",
तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।,
"सपना अनि समझना,",
"सुन्दा फरक छन 
",
"मेरो जिवनमा दुबैले यौटै अर्थ राख्छ,",
जिवनका दुइ भिन्न पाटा आज यौटै भयका छन,
"नाम को अगाडीको ""s"" पनि सपना र सम्झना को s हो कि महेश?",
हुदैन बिहान मिर्मिरे मा तारा झरेर नगए
हाम्रो सत्तामा जाने दिन कहिल्यै आउन्न
छिनको छिनमै झुट बोल्दिने तरिका हो
बरु उनलाई भुल्न सकिएका तर पबजि भुल्न सकदिन
केही मत्रामा सभ्य लुगा अनि अलि खुकुलो लुगा लगाएर गएको भए राम्रो
यो देश मा लभ गर्ने बाताबरण नै छैन
ताइनतुइ का चटक देखाएर बस्छ्स मुला
यो ठीक गरेन भोस्डिकी सरकारले
अनसन जुलुस बिरोध केही त हुनु पर्यो नि
अनुमान जे गर्दा नि भयो नि
खै प्रतिपक्ष को भुमिका निर्बाह गरेको
के मजाक हो यो आन्टिको
सबै चोर छन हाम्रो देश मा
भुँडी फुटेर मरोस सब का सब
त्यसैत झगडा गर्न खप्पिस छन नेपालि
नेपालमा नि गर्दिए आनन्दै हुन्थियो
ल कुरा त ठिकै हो तर हास्ने चै कुन बेला
अब अल्छी लागेको बेला चटक हेर्न
दुनियाको नौटन्की हेर्न पर्दैन 
के अर्को ग्रह मा जान्छन रे.. तेस्रो लिङ्गी हरु
यसमा आपत्तिजनक कुरा केही छैन
सिस्नु पानी लगाउनु पर्छ सप्पै जना लाई
यो धर्तीमा खुसी संग बस्नी बाताबरण नै छैन
गरि खान दिने भएनन्
खबर सुनेपछि नराम्रो लगेयो
म यो दैनिक पढ्नको लागि प्रयोग गर्दैछु
छिटो बन्द गर यो नाटक 
हेर्नुस अब नेपाल मा नयाँ नाटक
मान्नै पर्छ नेपालीहरुको चटक लाई
थुईइक तिमीहरुको कुहिएको बुद्दी
बल्ल राम्रो देखियो तलाई यो लगाएको
    1. कतिबेला डोजर लाएर मार्छ अत्तोपत्तो छैन 
    2. बधाई छ येस्को बिरोध मा लाग्ने स्थानियबासी 
    3. समाजसेवा कसैको कमाइखाने भाडो बनाउन दिनुहुदैन
    4. ढिलो आयो तर कडा आयो
    5.  शत्रु लागेपछि यस्तै हाे
    6. दोषी प्रकाउ परिसक्यो,अव किन काम रोक्नु र?
    7. अब यहि सुनन् बाकि थियो भोष्डि\
    8. अनि यो चुरोट खाने सग बस्दा चाहिँ मारिन्छ कि मरिदैन
    9. यो कुरा ले मेरो मन कटक्क खायो रुटिने दाजु
    10. यस्तो खबर सुन्दा मुटु पोल्छ रबि दाइ
    11. तेसैले केटा केटी हो चुरोट छाडेर तोप खाउ तोप
    12. राम्रो सङ चुरोट खाने वातावरण नि छैन देश मा
    13. देशको उन्नति र प्रगतिको बाधक बन्न खोज्नेलाई कडा भन्दा कडा सजाय होस । 
    14. खोइ कारबाही कसले के गर्ला र त्यो कुकुर लाइ,
    15. घुस खान नपाएर रचेको जाल हो
    16.  गौतमबुद्द अन्तराष्ट्रिए क्रिकेट स्टडिएमको नराम्रो खबरले हामि सबै दुखि छौ 
    17.  यति खतरा पोष्ट गर्या छ, यो रुटिनेले पनि सही मात्रै बना छ, यो पोष्ट त सही मात्रै हैन असही,ईन्सपेक्टर,डीएसपी...आईजिपि नै छ 
    18.  आफ्नो दुख-बेदना अरुलाइ सुनाएर के गर्नु रविदाइ ,आपत-बिपतमा साथ दिने कोही हुदैन
    19. रक्सिको भाउ बढ्यो रबि दाइ लोकल खाँदा मन कटक्कै खान्छ।
    20.  सब जना एक दिन भेला भएर सब लाई समातेर सामाजिक हिसाब ले कारवाही गरम आउनुस साथ दिनुस
    21. हरेक समाजसेवा लाग्ने युवालाइ ठोस पुगेको छ,
    22.  आफुले सहयोग गर्नु परै जाओस् उल्टै राम्रो काम हुन लाग्दा तगारो बनेर बस्छन् 
    23. सहयोग गर्न सक्दैनौ भने राम्रो काम को थालनी हुने कुरामा तगारो पनि नबनिदेउ
    24. हरेक कृकेट प्रेमी लाई निरास बनाएको छ
    25.  बादँरले आफ्नो घर नि बनाउँदैन अर्काको नि बनाउन दिदैन भन्या यहि यो 
    26. गरिबको पसिना चुस्न छोड बिकासको काममा बाधा नहाल
    27. हेर लाजमर्दो तेत्रो दुख गरेर गरको काम नै लागेन 
    28.  ओइ भ्रष्टाचारको कुपुत्र नालायकका कुख्यात डाकाहरु कान खोलेर सुन
    29. यस्तो लाचारी घिन लाग्दो दानबले पनि गर्न नमिल्ने काम जसरी आफ्नो खुट्टामा आफैले बन्चरो हानेका छौ
    30. नै पिसाजहरुले गर्दा नि हो देश विकास नभाको
    31. हामी जनताले गर्दा नै कतिपय देश विकासको ठाँउमा अबरोध भैराछ्
    32. लाज पचेका नकचरा हर्लाइ टुडिखेल मा ल्याएर घुमेर एक एक लाइ किक हान्नु पर्ने
    33. अाखिर देश विकासकाे बाधक काे रहेछ त
    34. त्यहाँका जनताहरू कहा मरेका रहेछन्
    35. आफू पनि नगर्ने अरुको काममा पनि बाधा पुर्याउने प्रतिगामीहरु
    36. कुन मादारचोत हो, पक्कै के पि कै छाउरा होलान हैन सालो हरु लाई काटेर गिद्द लाई खुलाउनु पर्छ
